ItemCode,Category,SubCategory
246C/412HS,ENDO,Syringe
411HS,IMP & ACC,Trays
412HS,IMP & ACC,Trays
413HS,IMP & ACC,Trays
414HS,IMP & ACC,Trays
415HS,IMP & ACC,Trays
416HS,IMP & ACC,Trays
417HS,IMP & ACC,Trays
418HS,IMP & ACC,Trays
419HS,IMP & ACC,Trays
420HS,IMP & ACC,Trays
422HS,IMP & ACC,Trays
423HS,IMP & ACC,Trays
424HS,IMP & ACC,Trays
425HS,IMP & ACC,Trays
426HS,IMP & ACC,Trays
803GHS,ENDO,Endo Foam
803LGHS,ENDO,Endo Foam
803LHS,ENDO,Endo Foam
C101BES,INF CONTROL,Barrier Film 
C101ES,INF CONTROL,Barrier Film 
FT270-100HS,PREVENTIVE,Fluoride Tray
FT271-100HS,PREVENTIVE,Fluoride Tray
FT272-100HS,PREVENTIVE,Fluoride Tray
FT273-100HS,PREVENTIVE,Fluoride Tray
FT274-100HS,PREVENTIVE,Fluoride Tray
FT275-100HS,PREVENTIVE,Fluoride Tray
FT276-100HS,PREVENTIVE,Fluoride Tray
FT277-100HS,PREVENTIVE,Fluoride Tray
FT277-30HS,PREVENTIVE,Fluoride Tray
FT278-100HS,PREVENTIVE,Fluoride Tray
FT278-30HS,PREVENTIVE,Fluoride Tray
FT279-100HS,PREVENTIVE,Fluoride Tray
FT279-30HS,PREVENTIVE,Fluoride Tray
FT280-100HS,PREVENTIVE,Fluoride Tray
FT280-30HS,PREVENTIVE,Fluoride Tray
G1021HS,INF CONTROL,PPE
HS011,INF CONTROL,Bib Holder 
HS012,INF CONTROL,Bib Holder 
HS013,INF CONTROL,Bib Holder 
HS014,INF CONTROL,Bib Holder 
HS015,INF CONTROL,Bib Holder 
HS016,INF CONTROL,Bib Holder 
HS105-1000A,INF CONTROL,Air Water Syringe Tips 
HS105-1000B,INF CONTROL,Air Water Syringe Tips 
HS105-250AST,INF CONTROL,Air Water Syringe Tips 
HS105-250B,INF CONTROL,Air Water Syringe Tips 
HS106-1000AST,INF CONTROL,Air Water Syringe Tips 
HS106-250AST,INF CONTROL,Air Water Syringe Tips 
HS168-100G,PREVENTIVE,Prophy Angles 
HS188-100W,PREVENTIVE,Prophy Angles 
HS227-20,COS & RET,Prebent Needles
HS227-50,COS & RET,Prebent Needles
HS227R-50,COS & RET,Prebent Needles
HS228-20,COS & RET,Prebent Needles
HS228-50,COS & RET,Prebent Needles
HS229,COS & RET,Prebent Needles
HS229-20,COS & RET,Prebent Needles
HS230-20,COS & RET,Prebent Needles
HS230-50,COS & RET,Prebent Needles
HS230B-20,COS & RET,Prebent Needles
HS230B-50,COS & RET,Prebent Needles
HS231,COS & RET,Prebent Needles
HS231-20,COS & RET,Prebent Needles
HS3001451,IMP & ACC,Mixing Tips 
HS310W,ENDO,Syringe
HS802,ENDO,
HS811B,ENDO,Endo Foam
HS8400,IMP & ACC,Composite 
HS8401,IMP & ACC,Composite 
HS8402,IMP & ACC,Composite 
HS8403,IMP & ACC,Composite 
HS8404,IMP & ACC,Composite 
HS8406,IMP & ACC,Composite 
HS8412,IMP & ACC,Composite 
HSEZMS-100,PREVENTIVE,Prophy Angles 
HSEZSS-100,PREVENTIVE,Prophy Angles 
HSIPEW003,ENDO,post
HSIPIW003,ENDO,post
HSIPPP00W,ENDO,post
HSIPPP0Y,ENDO,post
HSIPPP1R,ENDO,post
HSIPPP2B,ENDO,post
HSIPPP3G,ENDO,post
HSIPSD0Y,ENDO,post
HSIPSD1R,ENDO,post
HSIPSD2B,ENDO,post
HSIPSD3G,ENDO,post
HSIPSS00W-10,ENDO,post
HSIPSS0Y-10,ENDO,post
HSIPSS1R-10,ENDO,post
HSIPSS2B-10,ENDO,post
HSIPSS3G-10,ENDO,post
HSIPSS-AS,ENDO,post
HSIPTS00W-10,ENDO,post
HSIPTS0Y-10,ENDO,post
HSIPTS0Y-10,ENDO,Post 
HSIPTS1R-10,ENDO,post
HSIPTS2B-10,ENDO,post
HSIPTS2B-10,ENDO,Post 
HSIPTS3G-10,ENDO,post
HSIPTS-AS,ENDO,post
HSM08BL,BUR,Bur Blocks
HSM08BU,BUR,Bur Blocks
HSM08GR,BUR,Bur Blocks
HSM14BL,BUR,Bur Blocks
HSM14BU,BUR,Bur Blocks
HSM14GR,BUR,Bur Blocks
HSM163-100,PREVENTIVE,Prophy Angles 
HSP08BL,BUR,Bur Blocks
HSP08BU,BUR,Bur Blocks
HSP08GR,BUR,Bur Blocks
HSP14BL,BUR,Bur Blocks
HSP14BU,BUR,Bur Blocks
HSP14GR,BUR,Bur Blocks
HSPD-105,IMP & ACC,Dymanic Mixing Tips 
HSPD-905,COS & RET,Mixing Sticks 
HSPD-H907B,COS & RET,Tubes & Plugs 
HSPD-L904B,COS & RET,Tubes & Plugs 
HSPD-M905C,COS & RET,Tubes & Plugs 
HSPD-R902B,COS & RET,Tubes & Plugs 
HSPE-CHXB,ENDO,Endo Solutions 
HSPE-EDB,ENDO,Endo Solutions 
HSPE-SHB,ENDO,Endo Solutions 
HSPE-STA,ENDO,Endo Solutions 
IC-1003HS,INF CONTROL,Curing Light Shield
N417HS,IMP & ACC,Trays
N418HS,IMP & ACC,Trays
N419HS,IMP & ACC,Trays
N420HS,IMP & ACC,Trays
PD-225HS,IMP & ACC,Mixing Tips 
PD-450HS,IMP & ACC,Syringe
PD-5500HS,EVAC,Disposable Traps 
PD-5501HS,EVAC,Disposable Traps 
PD-5503HS,EVAC,Disposable Traps 
PD-5512HS,EVAC,Disposable Traps 
PD-6400HS,EVAC,Disposable Traps 
ST-500ES,INF CONTROL,Air Water Syringe Tips 
J1180,PREVENTIVE,Ultrasonic Scaler 
9039855,PREVENTIVE,Prophy Angles 
9539170,PREVENTIVE,Prophy Angles 
10-14011,COS & RET,Dappen Dishe
10-14411,COS & RET,Dappen Dishe
10-14511,COS & RET,Dappen Dishe
24-13077,PREVENTIVE,Prophy Angles 
24-13177,PREVENTIVE,Prophy Angles 
24-13277,PREVENTIVE,Prophy Angles 
24-13377,PREVENTIVE,Prophy Cup
24-40015,PREVENTIVE,Prophy Cup
24-40515,PREVENTIVE,Prophy Cup
24-40615,PREVENTIVE,Prophy Cup
24-40715,PREVENTIVE,Prophy Cup
250W,PREVENTIVE,Prophy Cup
251W,PREVENTIVE,Prophy Cup
252G,PREVENTIVE,Prophy Cup
FP100,COS & RET,Mixing Sticks 
Z200033,PREVENTIVE,Prophy Paste 
100D-400,INF CONTROL,Barrier Sleeves
DSY40HP-TIPS,WHITENING,
MT1600,INF CONTROL,Air Water Syringe Tips 
NMCT1600,INF CONTROL,Air Water Syringe Tips 
NMCT250,INF CONTROL,Air Water Syringe Tips 
PMCHC100,PREVENTIVE,Prophy Angles 
PMCMC100,PREVENTIVE,Prophy Angles 
PMCSC100,PREVENTIVE,Prophy Angles 
PMDF1,PREVENTIVE,Prophy Angles 
PMDF5,PREVENTIVE,Prophy Angles 
PMDS1,PREVENTIVE,Prophy Angles 
PMDS5,PREVENTIVE,Prophy Angles 
PMDTB1,PREVENTIVE,Prophy Angles 
PMEF100,PREVENTIVE,Prophy Angles 
PMES100,PREVENTIVE,Prophy Angles 
PMHC100,PREVENTIVE,Prophy Angles 
PMKZ100,PREVENTIVE,Prophy Angles 
PMMC100,PREVENTIVE,Prophy Angles 
PMMC500,PREVENTIVE,Prophy Angles 
PMPCEHC1,PREVENTIVE,Prophy Angles 
PMPCEMC1,PREVENTIVE,Prophy Angles 
PMPCEMC5,PREVENTIVE,Prophy Angles 
PMPCEMC-500,PREVENTIVE,Prophy Angles 
PMPCESC1,PREVENTIVE,Prophy Angles 
PMPCESC-100,PREVENTIVE,Prophy Angles 
PMPCESC5,PREVENTIVE,Prophy Angles 
PMPCETB1,PREVENTIVE,Prophy Angles 
PMPCMHC1,PREVENTIVE,Prophy Angles 
PMPCMMC1,PREVENTIVE,Prophy Angles 
PMPCMMC5,PREVENTIVE,Prophy Angles 
PMPCMSC1,PREVENTIVE,Prophy Angles 
PMPCMTB1,PREVENTIVE,Prophy Angles 
PMPCSHC1,PREVENTIVE,Prophy Angles 
PMPCSMC1,PREVENTIVE,Prophy Angles 
PMPCSMC5,PREVENTIVE,Prophy Angles 
PMPCSSC5,PREVENTIVE,Prophy Angles 
PMPCSTB1,PREVENTIVE,Prophy Angles 
PMPP100,PREVENTIVE,Prophy Angles 
PMSC100,PREVENTIVE,Prophy Angles 
PMSC500,PREVENTIVE,Prophy Angles 
PMTB100,PREVENTIVE,Prophy Angles 
TAO-DSY40HP,WHITENING,In-office Whitening 
TP-DSY40HP,WHITENING,
1820,PREVENTIVE,Prophy Angles 
1821,PREVENTIVE,Prophy Angles 
1822,PREVENTIVE,Prophy Angles 
27494,IMP & ACC,
74780,IMP & ACC,Mixing Well
79917,IMP & ACC,Prebent Needles 
Oct-11,PREVENTIVE,Prophy Angles 
Oct-14,PREVENTIVE,Prophy Angles 
Oct-17,PREVENTIVE,Prophy Angles 
Oct-18,PREVENTIVE,Prophy Angles 
Oct-19,PREVENTIVE,Prophy Angles 
Oct-21,PREVENTIVE,Prophy Angles 
Oct-22,PREVENTIVE,Prophy Angles 
Oct-23,PREVENTIVE,Prophy Angles 
Oct-24,PREVENTIVE,Prophy Angles 
Oct-28,PREVENTIVE,Prophy Angles 
Oct-29,PREVENTIVE,Prophy Angles 
Oct-31,PREVENTIVE,Prophy Angles 
Oct-32,PREVENTIVE,Prophy Angles 
Oct-33,PREVENTIVE,Prophy Angles 
004-006,IMP & ACC,
004-007,IMP & ACC,
004-008,IMP & ACC,
004-009,IMP & ACC,
05G003,COS & RET,Prebent Needles 
05G007,COS & RET,Delivery Tips 
05G008,COS & RET,Delivery Tips 
05G034,COS & RET,Mixing Well
05G040,COS & RET,Prebent Needles 
05G161,COS & RET,Prebent Needles 
05G193,COS & RET,Prebent Needles 
1.013.3252,INF CONTROL,Barrier Sleeves 
1.013.3253,INF CONTROL,Barrier Sleeves 
1.013.3254,INF CONTROL,Barrier Sleeves 
1.013.5711,INF CONTROL,Barrier Sleeves 
10-9510C,PREVENTIVE,Prophy Angles
13-1185,INF CONTROL,
200-300,INF CONTROL,Barrier Sleeves 
200-360,INF CONTROL,Barrier Sleeves 
200-376,INF CONTROL,Barrier Sleeves 
200-390,INF CONTROL,Barrier Sleeves 
3000-BC,INF CONTROL,Barrier Sleeves 
3100-AC,INF CONTROL,Barrier Sleeves 
3200-EC,INF CONTROL,Barrier Sleeves 
3300-FC,INF CONTROL,Barrier Sleeves 
3500-MC,INF CONTROL,Barrier Sleeves 
3511C,INF CONTROL,Barrier Sleeves 
3514C,INF CONTROL,Barrier Sleeves 
3600C,INF CONTROL,Barrier Sleeves 
3650C,INF CONTROL,Barrier Sleeves 
3736C,INF CONTROL,Barrier Sleeves 
3760C,INF CONTROL,Barrier Sleeves 
3763-WAC,INF CONTROL,Barrier Sleeves 
3767-WOC,INF CONTROL,Barrier Sleeves 
3900C,INF CONTROL,Barrier Sleeves 
3950-XLC,INF CONTROL,Barrier Sleeves 
4000C,INF CONTROL,Barrier Sleeves 
4050C,INF CONTROL,Barrier Sleeves 
4500C,INF CONTROL,Barrier Sleeves 
4511C,INF CONTROL,Barrier Sleeves 
4513C,INF CONTROL,Barrier Sleeves 
4600C,INF CONTROL,Barrier Sleeves 
46-1400,IMP & ACC,
7000C,X-RAY ACC,Bite Blocks
7095C,X-RAY ACC,Bite Blocks
7300C,INF CONTROL,Barrier Sleeves 
9000/120,PREVENTIVE,Prophy Cup
9000/30,PREVENTIVE,Prophy Cup
9001/120,PREVENTIVE,Prophy Cup
9001/30,PREVENTIVE,Prophy Cup
9002/120,PREVENTIVE,Prophy Cup
9002/30,PREVENTIVE,Prophy Cup
9003/120,PREVENTIVE,Prophy Cup
9003/30,PREVENTIVE,Prophy Cup
9004/120,PREVENTIVE,Prophy Cup
9004/30,PREVENTIVE,Prophy Cup
9005/120,PREVENTIVE,Prophy Cup
9005/30,PREVENTIVE,Prophy Cup
9006/120,PREVENTIVE,Prophy Cup
9006/30,PREVENTIVE,Prophy Cup
9007/120,PREVENTIVE,Prophy Cup
9007/30,PREVENTIVE,Prophy Cup
9008/120,PREVENTIVE,Prophy Cup
9008/30,PREVENTIVE,Prophy Cup
9009/120,PREVENTIVE,Prophy Cup
9009/30,PREVENTIVE,Prophy Cup
9010/120,PREVENTIVE,Prophy Cup
CLS250C,INF CONTROL,Barrier Sleeves 
DEMI250C,INF CONTROL,Barrier Sleeves 
DEMIULTRA-100C,INF CONTROL,Barrier Sleeves 
HRCL250C,INF CONTROL,Barrier Sleeves 
HRCS250C,INF CONTROL,Barrier Sleeves 
HS500C,INF CONTROL,Barrier Sleeves 
LED250C,INF CONTROL,Barrier Sleeves 
PB-MWCARB,BUR,Bur Blocks
PLU975019C,INF CONTROL,Barrier Sleeves 
PSS3100C,INF CONTROL,Barrier Sleeves 
PSS3310C,INF CONTROL,Barrier Sleeves 
PSS3320C,INF CONTROL,Barrier Sleeves 
PSS3340C,INF CONTROL,Barrier Sleeves 
PSS3350C,INF CONTROL,Barrier Sleeves 
PSS3410C,INF CONTROL,Barrier Sleeves 
SS500C,INF CONTROL,Barrier Sleeves 
XRS-225C,INF CONTROL,Barrier Sleeves 
2400C,EVAC,Disposable Traps 
KITMID,PREVENTIVE,
8301NDC,COS & RET,Composite 
8302NDC,COS & RET,Composite 
8303NDC,COS & RET,Composite 
8304NDC,COS & RET,Composite 
NDCPD-265,IMP & ACC,Mixing Tips 
4,COS & RET,Dappen Dishes 
8,EVAC,Surgical Aspirator Tips
9,EVAC,Surgical Aspirator Tips
10,EVAC,Surgical Aspirator Tips
29,ENDO,Endo Ruler 
31,PREVENTIVE,Prophy Ring 
70,BUR,Bur Blocks
71,BUR,Bur Blocks
72,BUR,Bur Blocks
100,INF CONTROL,Barrier Sleeves 
101,INF CONTROL,Barrier Sleeves 
102,INF CONTROL,Barrier Sleeves 
103,INF CONTROL,Barrier Sleeves 
104,INF CONTROL,Barrier Sleeves 
106,INF CONTROL,Barrier Sleeves 
109,INF CONTROL,Barrier Sleeves 
110,INF CONTROL,Barrier Sleeves 
111,INF CONTROL,Barrier Sleeves 
112,INF CONTROL,Barrier Sleeves 
125,COS & RET,Delivery Tips 
127,COS & RET,Delivery Tips 
129,COS & RET,Delivery Tips 
135,COS & RET,Etch 
223,ENDO,Irrigation Needles 
224,ENDO,Irrigation Needles 
226,ENDO,Irrigation Needles 
227,COS & RET,Prebent Needles 
228,COS & RET,Prebent Needles 
229,COS & RET,Prebent Needles 
230,COS & RET,Prebent Needles 
231,COS & RET,Prebent Needles 
232,ENDO,Irrigation Needles 
233,ENDO,Irrigation Needles 
234,ENDO,Irrigation Needles 
235,ENDO,Irrigation Needles 
236,ENDO,Irrigation Needles 
237,ENDO,Irrigation Needles 
238,ENDO,Irrigation Needles 
239,ENDO,Irrigation Needles 
240,ENDO,Syringe
241,ENDO,Syringe
242,ENDO,Syringe
244,ENDO,Irrigation Needles 
245,ENDO,Irrigation Needles 
247,ENDO,Irrigation Needles 
256,PREVENTIVE,Prophy Cup
411,IMP & ACC,Trays
412,IMP & ACC,Trays
413,IMP & ACC,Trays
414,IMP & ACC,Trays
415,IMP & ACC,Trays
416,IMP & ACC,Trays
417,IMP & ACC,Trays
418,IMP & ACC,Trays
419,IMP & ACC,Trays
420,IMP & ACC,Trays
421,IMP & ACC,Trays
422,IMP & ACC,Trays
423,IMP & ACC,Trays
424,IMP & ACC,Trays
425,IMP & ACC,Trays
426,IMP & ACC,Trays
459,IMP & ACC,Mixing Bowl
460,IMP & ACC,Mixing Bowl
470,IMP & ACC,Mixing Bowl
480,IMP & ACC,Mixing Bowl
802,ENDO,Endo Foam
803,ENDO,Endo Foam
804,ENDO,Endo Foam
811,ENDO,Endo Foam
812,ENDO,Endo Foam
813,ENDO,Endo Foam
901,COS & RET,Micro Applicators 
902,COS & RET,Micro Applicators 
903,COS & RET,Micro Applicators 
904,COS & RET,Micro Applicators 
906,COS & RET,Mixing Well
907,COS & RET,Mixing Well
1110,BUR,Bur Blocks
1169,COS & RET,Delivery Tips 
1357,COS & RET,Delivery Tips 
1457,COS & RET,Delivery Tips 
1557,COS & RET,Delivery Tips 
8001,COS & RET,Composite 
8002,COS & RET,Composite 
8003,COS & RET,Composite 
8004,COS & RET,Composite 
8006,COS & RET,Composite 
8009,COS & RET,Composite 
8012,COS & RET,Composite 
8015,COS & RET,Composite 
8020,COS & RET,Composite 
8021,COS & RET,Composite 
8022,COS & RET,Composite 
8101,COS & RET,Composite 
8102,COS & RET,Composite 
8103,COS & RET,Composite 
8104,COS & RET,Composite 
8106,COS & RET,Composite 
8109,COS & RET,Composite 
8112,COS & RET,Composite 
8115,COS & RET,Composite 
8120,COS & RET,Composite 
8121,COS & RET,Composite 
8122,COS & RET,Composite 
8201,COS & RET,Flowable Composite
8202,COS & RET,Flowable Composite
8203,COS & RET,Flowable Composite
8204,COS & RET,Flowable Composite
8206,COS & RET,Flowable Composite
8209,COS & RET,Flowable Composite
8212,COS & RET,Flowable Composite
8215,COS & RET,Flowable Composite
8220,COS & RET,Flowable Composite
8221,COS & RET,Flowable Composite
8222,COS & RET,Flowable Composite
23101,PREVENTIVE,Prophy Paste 
23102,PREVENTIVE,Prophy Paste 
23103,PREVENTIVE,Prophy Paste 
23104,PREVENTIVE,Prophy Paste 
23105,PREVENTIVE,Prophy Paste 
23872,3DR,Ceramic Nanohybrid
23873,3DR,Ceramic Nanohybrid
23875,3DR,Ceramic Nanohybrid
23876,3DR,Ceramic Nanohybrid
23877,3DR,Ceramic Nanohybrid
23878,3DR,Ceramic Nanohybrid
23879,3DR,Ceramic Nanohybrid
23881,3DR,Ceramic Nanohybrid
23882,3DR,Ceramic Nanohybrid
23883,3DR,Ceramic Nanohybrid
23884,3DR,Ceramic Nanohybrid
23885,3DR,Ceramic Nanohybrid
23886,3DR,Ceramic Nanohybrid
23888,3DR,Ceramic Nanohybrid
23890,3DR,Ceramic Nanohybrid
23891,3DR,Ceramic Nanohybrid
23892,3DR,Ceramic Nanohybrid
23893,3DR,Ceramic Nanohybrid
23896,3DR,Ceramic Nanohybrid
23897,3DR,Ceramic Nanohybrid
23898,3DR,Ceramic Nanohybrid
23899,3DR,Ceramic Nanohybrid
23902,3DR,Ceramic Nanohybrid
23907,3DR,Ceramic Nanohybrid
23908,3DR,Ceramic Nanohybrid
23909,3DR,Ceramic Nanohybrid
23910,3DR,Ceramic Nanohybrid
23911,3DR,Ceramic Nanohybrid
23913,3DR,Ceramic Nanohybrid
23914,3DR,Ceramic Nanohybrid
23915,3DR,Ceramic Nanohybrid
23918,3DR,Ceramic Nanohybrid
23919,3DR,Ceramic Nanohybrid
23920,3DR,Ceramic Nanohybrid
23921,3DR,Ceramic Nanohybrid
23922,3DR,Ceramic Nanohybrid
23985,3DR,Ceramic Nanohybrid
23986,3DR,Ceramic Nanohybrid
23989,3DR,Ceramic Nanohybrid
23990,3DR,Ceramic Nanohybrid
23991,3DR,Ceramic Nanohybrid
23992,3DR,Ceramic Nanohybrid
23993,3DR,Ceramic Nanohybrid
23994,3DR,Ceramic Nanohybrid
23995,3DR,Ceramic Nanohybrid
23999,3DR,Ceramic Nanohybrid
24000,3DR,Ceramic Nanohybrid
24002,3DR,Ceramic Nanohybrid
24003,3DR,Ceramic Nanohybrid
24005,3DR,Ceramic Nanohybrid
24006,3DR,Soft Reline Materials
24007,3DR,Soft Reline Materials
24008,3DR,Soft Reline Materials
24009,3DR,Soft Reline Materials
131101,X-RAY ACC,X-Ray Positioning System 
131102,X-RAY ACC,X-Ray Positioning System 
131103,X-RAY ACC,X-Ray Positioning System 
131104,X-RAY ACC,X-Ray Positioning System 
131105,X-RAY ACC,X-Ray Positioning System 
131106,X-RAY ACC,X-Ray Positioning System 
131107,X-RAY ACC,X-Ray Positioning System 
131108,X-RAY ACC,X-Ray Positioning System 
131109,X-RAY ACC,X-Ray Positioning System 
131110,X-RAY ACC,X-Ray Positioning System 
131111,X-RAY ACC,X-Ray Positioning System 
131112,X-RAY ACC,X-Ray Positioning System 
131113,X-RAY ACC,X-Ray Positioning System 
131114,X-RAY ACC,X-Ray Positioning System 
131115,X-RAY ACC,X-Ray Positioning System 
131201,X-RAY ACC,Mouth Props
131202,X-RAY ACC,Film Holder 
131203,X-RAY ACC,Bite Blocks
131301,X-RAY ACC,Bite Blocks
131302,X-RAY ACC,Bite Blocks
260200,PREVENTIVE,Prophy Paste 
261200,PREVENTIVE,Prophy Paste 
262200,PREVENTIVE,Prophy Paste 
263200,PREVENTIVE,Prophy Paste 
264200,PREVENTIVE,Prophy Paste 
265200,PREVENTIVE,Prophy Paste 
266200,PREVENTIVE,Prophy Paste 
268200,PREVENTIVE,Prophy Paste 
270200,PREVENTIVE,Prophy Paste 
271200,PREVENTIVE,Prophy Paste 
321101,WHITENING,take-Home Whitening 
411101,COS & RET,Matrix 
411102,COS & RET,Matrix 
411103,COS & RET,Matrix 
411104,COS & RET,Matrix 
411105,COS & RET,Matrix 
411201,COS & RET,Matrix 
411202,COS & RET,Matrix 
411203,COS & RET,Matrix 
411204,COS & RET,Matrix 
411205,COS & RET,Matrix 
411206,COS & RET,Matrix 
411207,COS & RET,Matrix 
411208,COS & RET,Matrix 
411209,COS & RET,Matrix 
411210,COS & RET,Matrix 
411211,COS & RET,Matrix 
411212,COS & RET,Polisher 
411301,COS & RET,Matrix 
411302,COS & RET,Matrix 
411303,COS & RET,Matrix 
411304,COS & RET,Matrix 
411305,COS & RET,Matrix 
412101,COS & RET,Delivery Tips 
441101,COS & RET,Etch 
450102,COS & RET,Flowable Composite
450103,COS & RET,Flowable Composite
450104,COS & RET,Flowable Composite
450105,COS & RET,Flowable Composite
450107,COS & RET,Flowable Composite
450115,COS & RET,Flowable Composite
451101,3DR,Cement 
452201,3DR,Cement 
453101,3DR,Cement 
471201,COS & RET,Silane Primer 
481101,COS & RET,Desensitizer
481103,COS & RET,Desensitizer
532101,INF CONTROL,Barrier Sleeves 
532102,INF CONTROL,Barrier Sleeves 
532103,INF CONTROL,Barrier Sleeves 
532104,INF CONTROL,Barrier Sleeves 
541101,INF CONTROL,Air Water Syringe Tips 
541102,INF CONTROL,Air Water Syringe Tips 
631101,IMP & ACC,Trays
631102,IMP & ACC,Trays
631103,IMP & ACC,Trays
952101,ENDO,Irrigation Needles 
952102,ENDO,Irrigation Needles 
952201,ENDO,iVac Irrigation System 
001V-F,IMP & ACC,Putty 
004B,COS & RET,Dappen Dishes 
004P,COS & RET,Dappen Dishes 
004W,COS & RET,Dappen Dishes 
004Y,COS & RET,Dappen Dishes 
024SB,BUR,Bur Blocks
038B,BUR,Bur Blocks
038BL,BUR,Bur Blocks
038G,BUR,Bur Blocks
038S,BUR,Bur Blocks
072B,BUR,Bur Blocks
072G,BUR,Bur Blocks
072R,BUR,Bur Blocks
090DB,INF CONTROL,Bib Holder 
090G,INF CONTROL,Bib Holder 
090LB,INF CONTROL,Bib Holder 
090P,INF CONTROL,Bib Holder 
090PU,INF CONTROL,Bib Holder 
090R,INF CONTROL,Bib Holder 
090W,INF CONTROL,Bib Holder 
090Y,INF CONTROL,Bib Holder 
100B,INF CONTROL,Barrier Sleeves 
100L,INF CONTROL,Barrier Sleeves 
100S,INF CONTROL,Barrier Sleeves 
101-144,INF CONTROL,Air Water & Sleeves 
101A,INF CONTROL,Barrier Sleeves 
103-150AST,INF CONTROL,Air Water Syringe Tips 
103-150W,INF CONTROL,Air Water Syringe Tips 
103-1600AST,INF CONTROL,Air Water Syringe Tips 
103-1600W,INF CONTROL,Air Water Syringe Tips 
103HP,INF CONTROL,Barrier Sleeves 
104HP,INF CONTROL,Barrier Sleeves 
105-1500AST,INF CONTROL,Air Water Syringe Tips 
105-250AST,INF CONTROL,Air Water Syringe Tips 
105-250B,INF CONTROL,Air Water Syringe Tips 
108-1500AST,INF CONTROL,Air Water Syringe Tips 
108-1500C,INF CONTROL,Air Water Syringe Tips 
108-150AST,INF CONTROL,Air Water Syringe Tips 
108-150C,INF CONTROL,Air Water Syringe Tips 
109-1500AST,INF CONTROL,Air Water Syringe Tips 
109-1500W,INF CONTROL,Air Water Syringe Tips 
109-200AST,INF CONTROL,Air Water Syringe Tips 
109-200W,INF CONTROL,Air Water Syringe Tips 
110351-25,IMP & ACC,Mixing Tips 
110352-50,IMP & ACC,Mixing Tips 
111SG,INF CONTROL,Barrier Sleeves 
1169N,COS & RET,Delivery Tips 
135-C,COS & RET,Etch 
135-E,COS & RET,Etch 
151Z,BUR,Endo Burs 
152EZ,BUR,Endo Burs 
166-100A,PREVENTIVE,Prophy Angles 
166-500A,PREVENTIVE,Prophy Angles 
167-100P,PREVENTIVE,Prophy Angles 
167-100R,PREVENTIVE,Prophy Angles 
168-144,PREVENTIVE,Prophy Angles 
168-500,PREVENTIVE,Prophy Angles 
168S-144,PREVENTIVE,Prophy Angles 
168S-500,PREVENTIVE,Prophy Angles 
188-144,PREVENTIVE,Prophy Angles 
188-500,PREVENTIVE,Prophy Angles 
190LED,INF CONTROL,Barrier Sleeves 
198T-144,PREVENTIVE,Prophy Angles 
198T-500,PREVENTIVE,Prophy Angles 
199Z,BUR,Endo Burs 
201B,BUR,Bur Blocks
201LB,BUR,Bur Blocks
201LBG,BUR,Bur Blocks
201LG,BUR,Bur Blocks
201LGY,BUR,Bur Blocks
213-20,ENDO,Irrigation Needles 
213-50,ENDO,Irrigation Needles 
214-20,ENDO,Irrigation Needles 
214-50,ENDO,Irrigation Needles 
215-20,ENDO,Irrigation Needles 
215-50,ENDO,Irrigation Needles 
216-20,ENDO,Irrigation Needles 
216-50,ENDO,Irrigation Needles 
217-20,ENDO,Irrigation Needles 
217-50,ENDO,Irrigation Needles 
218-20,ENDO,Irrigation Needles 
218-50,ENDO,Irrigation Needles 
219-20,ENDO,Irrigation Needles 
219-50,ENDO,Irrigation Needles 
220-20,ENDO,Irrigation Needles 
220-50,ENDO,Irrigation Needles 
221-20,ENDO,Irrigation Needles 
221-50,ENDO,Irrigation Needles 
222-20,ENDO,Irrigation Needles 
222-50,ENDO,Irrigation Needles 
223S,ENDO,Irrigation Needles 
224S,ENDO,Irrigation Needles 
226S,ENDO,Irrigation Needles 
232S,ENDO,Irrigation Needles 
233S,ENDO,Irrigation Needles 
234S,ENDO,Irrigation Needles 
235S,ENDO,Irrigation Needles 
236S,ENDO,Irrigation Needles 
237S,ENDO,Irrigation Needles 
238-100,PREVENTIVE,Prophy Angles 
238S,ENDO,Irrigation Needles 
239-100,PREVENTIVE,Prophy Angles 
239S,ENDO,Irrigation Needles 
240-144,PREVENTIVE,Prophy Cup
240BK,ENDO,Syringe
241-144,PREVENTIVE,Prophy Cup
243-144,PREVENTIVE,Prophy Cup
244-144,PREVENTIVE,Prophy Cup
244S,ENDO,Irrigation Needles 
245S,ENDO,Irrigation Needles 
246C/412,IMP & ACC,Syringe 
247-144,PREVENTIVE,Prophy Angles 
247-500,PREVENTIVE,Prophy Angles 
247S,ENDO,Irrigation Needles 
248-144,PREVENTIVE,Prophy Angles 
248-500,PREVENTIVE,Prophy Angles 
249-144,PREVENTIVE,Prophy Angles 
249-500,PREVENTIVE,Prophy Angles 
249S-144,PREVENTIVE,Prophy Angles 
249S-500,PREVENTIVE,Prophy Angles 
250-144,PREVENTIVE,Prophy Angles 
250-500,PREVENTIVE,Prophy Angles 
250GY,PREVENTIVE,Prophy Cup
251-100,PREVENTIVE,Prophy Angles w/Paste 
251-500,PREVENTIVE,Prophy Angles w/Paste 
251T-144,PREVENTIVE,Prophy Angles 
251T-500,PREVENTIVE,Prophy Angles 
251TC-100,PREVENTIVE,Prophy Angles w/Paste 
251TC-500,PREVENTIVE,Prophy Angles w/Paste 
